Against,Beneficiary,Game_ID,Date,Ref_Crew,Total_Count,Total_Yards,Off_Count,Off_Yards,Def_Count,Def_Yards,ST_Count,ST_Yards,Pre-Snap,Off_Pre-Snap,Def_Pre-Snap,ST_Pre-Snap,Declined,Offsetting,Week,Year
Pittsburgh,Baltimore,3263,12/5/2021,Scott Novak,5,81,1,10,3,61,1,10,0,0,0,0,1,0,13,2021
Seattle,San Francisco,3264,12/5/2021,Alex Kemp,6,40,3,20,0,0,3,20,3,2,0,1,0,0,13,2021
San Francisco,Seattle,3264,12/5/2021,Alex Kemp,10,86,6,45,4,41,0,0,3,3,0,0,0,0,13,2021
New England,Buffalo,3265,12/6/2021,Bill Vinovich,6,47,2,15,3,27,1,5,3,1,1,1,0,0,13,2021
Buffalo,New England,3265,12/6/2021,Bill Vinovich,3,20,3,20,0,0,0,0,2,2,0,0,0,0,13,2021
Minnesota,Pittsburgh,3266,12/9/2021,Clete Blakeman,11,102,3,25,6,52,2,25,3,1,2,0,2,0,14,2021
Pittsburgh,Minnesota,3266,12/9/2021,Clete Blakeman,10,85,7,55,1,5,2,25,3,3,0,0,0,0,14,2021
Atlanta,Carolina,3267,12/12/2021,Shawn Smith,6,60,4,30,1,15,1,15,2,2,0,0,0,0,14,2021
Carolina,Atlanta,3267,12/12/2021,Shawn Smith,6,45,3,15,2,20,1,10,2,2,0,0,0,0,14,2021
San Francisco,Cincinnati,3268,12/12/2021,Craig Wrolstad,6,40,3,25,2,10,1,5,2,1,0,1,0,0,14,2021
Cincinnati,San Francisco,3268,12/12/2021,Craig Wrolstad,2,19,1,5,1,14,0,0,1,1,0,0,0,0,14,2021
Cleveland,Baltimore,3269,12/12/2021,Brad Rogers,4,42,2,17,1,15,1,10,0,0,0,0,3,0,14,2021
Baltimore,Cleveland,3269,12/12/2021,Brad Rogers,10,125,6,65,3,50,1,10,0,0,0,0,3,0,14,2021
Houston,Seattle,3270,12/12/2021,Adrian Hill,6,52,3,24,2,23,1,5,2,1,0,1,2,0,14,2021
Seattle,Houston,3270,12/12/2021,Adrian Hill,8,69,2,15,2,11,4,43,2,1,0,1,0,0,14,2021
Las Vegas,Kansas City,3271,12/12/2021,Brad Allen,9,85,2,25,7,60,0,0,3,0,3,0,1,0,14,2021
Kansas City,Las Vegas,3271,12/12/2021,Brad Allen,8,63,4,25,4,38,0,0,2,1,1,0,0,0,14,2021
N.Y. Jets,New Orleans,3272,12/12/2021,Land Clark,5,45,3,25,1,5,1,15,1,1,0,0,0,0,14,2021
New Orleans,N.Y. Jets,3272,12/12/2021,Land Clark,4,42,2,10,2,32,0,0,2,2,0,0,0,0,14,2021
Jacksonville,Tennessee,3273,12/12/2021,Bill Vinovich,9,79,4,34,5,45,0,0,3,1,2,0,0,1,14,2021
Tennessee,Jacksonville,3273,12/12/2021,Bill Vinovich,2,15,1,10,0,0,1,5,0,0,0,0,0,1,14,2021
Washington,Dallas,3274,12/12/2021,Alex Kemp,7,65,4,30,3,35,0,0,3,2,1,0,2,2,14,2021
Dallas,Washington,3274,12/12/2021,Alex Kemp,7,60,5,40,2,20,0,0,4,3,1,0,3,2,14,2021
Denver,Detroit,3275,12/12/2021,John Hussey,2,18,1,10,1,8,0,0,0,0,0,0,4,0,14,2021
Detroit,Denver,3275,12/12/2021,John Hussey,6,53,2,14,2,19,2,20,3,1,1,1,0,0,14,2021
N.Y. Giants,LA Chargers,3276,12/12/2021,Tony Corrente,3,20,1,5,1,5,1,10,1,1,0,0,0,0,14,2021
LA Chargers,N.Y. Giants,3276,12/12/2021,Tony Corrente,6,39,2,9,3,25,1,5,5,2,2,1,0,0,14,2021
Buffalo,Tampa Bay,3277,12/12/2021,Scott Novak,7,65,2,10,5,55,0,0,3,2,1,0,0,2,14,2021
Tampa Bay,Buffalo,3277,12/12/2021,Scott Novak,4,24,0,0,3,14,1,10,2,0,2,0,0,2,14,2021
Green Bay,Chicago,3278,12/12/2021,Ron Torbert,3,30,1,10,2,20,0,0,0,0,0,0,1,0,14,2021
Chicago,Green Bay,3278,12/12/2021,Ron Torbert,7,41,4,21,1,8,2,12,3,3,0,0,1,0,14,2021
Arizona,LA Rams,3279,12/13/2021,Carl Cheffers,7,54,5,35,2,19,0,0,3,3,0,0,1,1,14,2021
LA Rams,Arizona,3279,12/13/2021,Carl Cheffers,5,40,4,35,1,5,0,0,2,1,1,0,1,1,14,2021
Kansas City,LA Chargers,3280,12/16/2021,Shawn Smith,4,36,1,8,2,20,1,8,1,0,1,0,0,0,15,2021
LA Chargers,Kansas City,3280,12/16/2021,Shawn Smith,5,60,1,5,4,55,0,0,1,1,0,0,2,0,15,2021
Buffalo,Carolina,3281,12/19/2021,Clete Blakeman,8,67,5,41,3,26,0,0,2,1,1,0,1,1,15,2021
Carolina,Buffalo,3281,12/19/2021,Clete Blakeman,5,55,0,0,5,55,0,0,1,0,1,0,0,1,15,2021
Cleveland,Las Vegas,3282,12/20/2021,Craig Wrolstad,3,61,2,15,1,46,0,0,1,1,0,0,0,0,15,2021
Las Vegas,Cleveland,3282,12/20/2021,Craig Wrolstad,7,64,5,45,1,14,1,5,2,1,0,1,1,0,15,2021
Indianapolis,New England,3283,12/18/2021,Carl Cheffers,2,13,0,0,2,13,0,0,1,0,1,0,1,2,15,2021
New England,Indianapolis,3283,12/18/2021,Carl Cheffers,8,50,7,45,0,0,1,5,5,4,0,1,0,2,15,2021
N.Y. Jets,Miami,3284,12/19/2021,Ron Torbert,3,32,1,10,1,7,1,15,0,0,0,0,2,0,15,2021
Miami,N.Y. Jets,3284,12/19/2021,Ron Torbert,5,45,3,24,2,21,0,0,1,1,0,0,1,0,15,2021
Philadelphia,Washington,3285,12/21/2021,Tony Corrente,4,48,3,25,1,23,0,0,1,1,0,0,0,0,15,2021
Washington,Philadelphia,3285,12/21/2021,Tony Corrente,2,25,1,15,0,0,1,10,0,0,0,0,1,0,15,2021
Baltimore,Green Bay,3286,12/19/2021,Brad Allen,8,56,4,25,3,26,1,5,4,3,0,1,0,0,15,2021
Green Bay,Baltimore,3286,12/19/2021,Brad Allen,8,76,2,10,3,36,3,30,4,2,1,1,0,0,15,2021
Detroit,Arizona,3287,12/19/2021,Land Clark,6,49,4,25,1,19,1,5,4,3,0,1,0,0,15,2021
Arizona,Detroit,3287,12/19/2021,Land Clark,7,83,2,10,4,58,1,15,2,2,0,0,0,0,15,2021
Houston,Jacksonville,3288,12/19/2021,Alex Kemp,9,65,3,20,3,25,3,20,3,2,0,1,1,2,15,2021
Jacksonville,Houston,3288,12/19/2021,Alex Kemp,4,40,2,20,0,0,2,20,0,0,0,0,0,1,15,2021
Dallas,N.Y. Giants,3289,12/19/2021,Jerome Boger,6,45,1,5,4,30,1,10,3,1,2,0,0,1,15,2021
N.Y. Giants,Dallas,3289,12/19/2021,Jerome Boger,6,34,5,29,1,5,0,0,4,4,0,0,0,1,15,2021
Pittsburgh,Tennessee,3290,12/19/2021,Brad Rogers,5,30,3,15,1,5,1,10,4,3,1,0,0,1,15,2021
Tennessee,Pittsburgh,3290,12/19/2021,Brad Rogers,7,68,3,25,4,43,0,0,2,1,1,0,1,1,15,2021
Cincinnati,Denver,3291,12/19/2021,Adrian Hill,6,38,2,10,3,23,1,5,4,1,2,1,1,0,15,2021
Denver,Cincinnati,3291,12/19/2021,Adrian Hill,6,60,3,35,2,20,1,5,0,0,0,0,2,0,15,2021
Atlanta,San Francisco,3292,12/19/2021,Clay Martin,4,29,3,15,1,14,0,0,3,3,0,0,1,0,15,2021
San Francisco,Atlanta,3292,12/19/2021,Clay Martin,5,35,1,5,4,30,0,0,3,1,2,0,1,0,15,2021
LA Rams,Seattle,3293,12/21/2021,Shawn Hochuli,4,34,2,15,2,19,0,0,2,1,1,0,1,0,15,2021
Seattle,LA Rams,3293,12/21/2021,Shawn Hochuli,8,65,5,44,2,16,1,5,2,2,0,0,1,0,15,2021
New Orleans,Tampa Bay,3294,12/19/2021,John Hussey,6,41,2,15,1,6,3,20,3,1,0,2,1,0,15,2021
Tampa Bay,New Orleans,3294,12/19/2021,John Hussey,3,30,0,0,0,0,3,30,1,0,0,1,0,0,15,2021
Chicago,Minnesota,3295,12/20/2021,Scott Novak,9,91,4,29,5,62,0,0,3,2,1,0,1,0,15,2021
Minnesota,Chicago,3295,12/20/2021,Scott Novak,7,54,3,22,3,27,1,5,2,1,0,1,0,0,15,2021
Tennessee,San Francisco,3296,12/23/2021,Shawn Hochuli,6,57,4,37,2,20,0,0,2,1,1,0,2,0,16,2021
San Francisco,Tennessee,3296,12/23/2021,Shawn Hochuli,5,41,4,35,1,6,0,0,2,2,0,0,2,0,16,2021
Green Bay,Cleveland,3297,12/25/2021,Alex Kemp,3,29,1,5,1,14,1,10,1,1,0,0,0,0,16,2021
Cleveland,Green Bay,3297,12/25/2021,Alex Kemp,6,38,4,25,1,5,1,8,4,3,1,0,1,0,16,2021
Arizona,Indianapolis,3298,12/25/2021,Craig Wrolstad,11,85,5,35,6,50,0,0,5,3,2,0,1,0,16,2021
Indianapolis,Arizona,3298,12/25/2021,Craig Wrolstad,5,40,5,40,0,0,0,0,2,2,0,0,0,0,16,2021
Atlanta,Detroit,3299,12/26/2021,Ron Torbert,2,15,1,10,1,5,0,0,1,0,1,0,1,0,16,2021
Detroit,Atlanta,3299,12/26/2021,Ron Torbert,6,30,6,30,0,0,0,0,6,6,0,0,2,0,16,2021
Tampa Bay,Carolina,3300,12/26/2021,Brad Allen,6,50,2,15,3,25,1,10,2,1,1,0,0,1,16,2021
Carolina,Tampa Bay,3300,12/26/2021,Brad Allen,6,32,0,0,3,15,3,17,3,0,2,1,1,1,16,2021
Cincinnati,Baltimore,3301,12/26/2021,Clete Blakeman,5,45,4,40,1,5,0,0,2,1,1,0,2,1,16,2021
Baltimore,Cincinnati,3301,12/26/2021,Clete Blakeman,6,27,3,20,3,7,0,0,2,2,0,0,0,1,16,2021
Houston,LA Chargers,3302,12/26/2021,Clay Martin,10,70,6,40,3,15,1,15,3,3,0,0,0,0,16,2021
LA Chargers,Houston,3302,12/26/2021,Clay Martin,5,49,2,15,3,34,0,0,1,1,0,0,1,0,16,2021
Minnesota,LA Rams,3303,12/26/2021,John Hussey,2,20,1,5,0,0,1,15,1,1,0,0,1,0,16,2021
LA Rams,Minnesota,3303,12/26/2021,John Hussey,1,5,0,0,0,0,1,5,1,0,0,1,0,0,16,2021
New England,Buffalo,3304,12/26/2021,Shawn Smith,3,30,2,25,1,5,0,0,1,0,1,0,2,1,16,2021
Buffalo,New England,3304,12/26/2021,Shawn Smith,5,45,3,25,2,20,0,0,0,0,0,0,0,1,16,2021
N.Y. Jets,Jacksonville,3305,12/26/2021,Tony Corrente,7,94,1,5,3,55,3,34,3,1,1,1,1,0,16,2021
Jacksonville,N.Y. Jets,3305,12/26/2021,Tony Corrente,2,10,2,10,0,0,0,0,2,2,0,0,1,0,16,2021
Philadelphia,N.Y. Giants,3306,12/26/2021,Land Clark,11,79,4,35,6,39,1,5,5,1,4,0,0,0,16,2021
N.Y. Giants,Philadelphia,3306,12/26/2021,Land Clark,6,40,3,15,3,25,0,0,4,3,1,0,0,0,16,2021
Chicago,Seattle,3307,12/26/2021,Carl Cheffers,8,73,3,25,4,38,1,10,1,1,0,0,1,1,16,2021
Seattle,Chicago,3307,12/26/2021,Carl Cheffers,7,88,4,26,3,62,0,0,2,2,0,0,1,1,16,2021
Pittsburgh,Kansas City,3308,12/26/2021,Jerome Boger,5,40,3,30,2,10,0,0,3,1,2,0,0,0,16,2021
Kansas City,Pittsburgh,3308,12/26/2021,Jerome Boger,5,41,2,10,2,26,1,5,4,2,1,1,1,0,16,2021
Las Vegas,Denver,3309,12/26/2021,Scott Novak,3,37,1,6,2,31,0,0,0,0,0,0,0,0,16,2021
Denver,Las Vegas,3309,12/26/2021,Scott Novak,3,30,2,15,1,15,0,0,1,1,0,0,1,0,16,2021
Washington,Dallas,3310,12/26/2021,Bill Vinovich,1,13,0,0,1,13,0,0,0,0,0,0,3,0,16,2021
Dallas,Washington,3310,12/26/2021,Bill Vinovich,3,15,0,0,3,15,0,0,2,0,2,0,0,0,16,2021
New Orleans,Miami,3311,12/27/2021,Adrian Hill,7,62,2,20,5,42,0,0,2,1,1,0,3,0,16,2021
Miami,New Orleans,3311,12/27/2021,Adrian Hill,7,65,4,35,2,20,1,10,1,1,0,0,0,0,16,2021
Buffalo,Atlanta,3312,1/2/2022,Land Clark,7,47,2,10,4,32,1,5,3,1,2,0,1,1,17,2021
Atlanta,Buffalo,3312,1/2/2022,Land Clark,4,27,2,20,1,2,1,5,1,0,0,1,1,1,17,2021
Chicago,N.Y. Giants,3313,1/2/2022,Shawn Hochuli,5,35,1,10,2,10,2,15,1,0,0,1,0,0,17,2021
N.Y. Giants,Chicago,3313,1/2/2022,Shawn Hochuli,3,26,1,1,1,15,1,10,1,1,0,0,0,0,17,2021
Cincinnati,Kansas City,3314,1/2/2022,Ron Torbert,5,62,4,30,1,32,0,0,2,2,0,0,1,1,17,2021
Kansas City,Cincinnati,3314,1/2/2022,Ron Torbert,10,83,2,20,6,43,2,20,1,0,1,0,1,1,17,2021
Dallas,Arizona,3315,1/2/2022,Scott Novak,10,88,6,50,4,38,0,0,4,2,2,0,1,0,17,2021
Arizona,Dallas,3315,1/2/2022,Scott Novak,7,45,3,20,3,20,1,5,3,1,1,1,1,0,17,2021
Indianapolis,Las Vegas,3316,1/2/2022,Brad Rogers,3,25,3,25,0,0,0,0,1,1,0,0,2,0,17,2021
Las Vegas,Indianapolis,3316,1/2/2022,Brad Rogers,6,41,4,25,2,16,0,0,4,3,1,0,0,0,17,2021
New England,Jacksonville,3317,1/2/2022,Adrian Hill,3,30,1,10,1,15,1,5,1,0,0,1,1,0,17,2021
Jacksonville,New England,3317,1/2/2022,Adrian Hill,3,25,2,10,1,15,0,0,1,1,0,0,0,0,17,2021
New Orleans,Carolina,3318,1/2/2022,Jerome Boger,5,33,1,13,3,16,1,4,2,0,2,0,2,0,17,2021
Carolina,New Orleans,3318,1/2/2022,Jerome Boger,1,5,0,0,0,0,1,5,1,0,0,1,0,0,17,2021
Tampa Bay,N.Y. Jets,3319,1/2/2022,Alex Kemp,4,39,3,34,1,5,0,0,2,1,1,0,1,1,17,2021
N.Y. Jets,Tampa Bay,3319,1/2/2022,Alex Kemp,2,14,1,4,1,10,0,0,1,1,0,0,2,1,17,2021
Miami,Tennessee,3320,1/2/2022,Shawn Smith,5,55,2,20,2,20,1,15,0,0,0,0,2,0,17,2021
Tennessee,Miami,3320,1/2/2022,Shawn Smith,6,70,4,40,2,30,0,0,1,1,0,0,1,0,17,2021
Philadelphia,Washington,3321,1/2/2022,Clete Blakeman,6,42,3,20,3,22,0,0,3,2,1,0,0,0,17,2021
Washington,Philadelphia,3321,1/2/2022,Clete Blakeman,1,4,1,4,0,0,0,0,1,1,0,0,0,0,17,2021
Denver,LA Chargers,3322,1/2/2022,Craig Wrolstad,3,23,2,9,1,14,0,0,2,2,0,0,0,1,17,2021
LA Chargers,Denver,3322,1/2/2022,Craig Wrolstad,3,22,0,0,2,17,1,5,1,0,0,1,2,1,17,2021
San Francisco,Houston,3323,1/2/2022,Carl Cheffers,7,111,3,25,4,86,0,0,1,1,0,0,1,0,17,2021
Houston,San Francisco,3323,1/2/2022,Carl Cheffers,5,67,2,15,3,52,0,0,2,1,1,0,2,0,17,2021
LA Rams,Baltimore,3324,1/2/2022,Bill Vinovich,4,35,3,30,1,5,0,0,2,1,1,0,0,0,17,2021
Baltimore,LA Rams,3324,1/2/2022,Bill Vinovich,4,24,4,24,0,0,0,0,3,3,0,0,0,0,17,2021
Detroit,Seattle,3325,1/2/2022,Tony Corrente,4,30,3,25,1,5,0,0,1,1,0,0,0,0,17,2021
Seattle,Detroit,3325,1/2/2022,Tony Corrente,5,31,1,5,3,16,1,10,1,1,0,0,2,0,17,2021
Minnesota,Green Bay,3326,1/2/2022,Clay Martin,3,23,1,5,1,3,1,15,0,0,0,0,1,0,17,2021
Green Bay,Minnesota,3326,1/2/2022,Clay Martin,1,5,0,0,1,5,0,0,0,0,0,0,1,0,17,2021
Pittsburgh,Cleveland,3327,1/3/2022,Brad Allen,5,51,1,5,2,26,2,20,2,1,0,1,0,1,17,2021
Cleveland,Pittsburgh,3327,1/3/2022,Brad Allen,10,77,5,33,4,40,1,4,6,3,2,1,2,1,17,2021
Las Vegas,Cincinnati,#N/A,1/15/2022,Jerome Boger,7,46,7,46,0,0,0,0,3,3,0,0,0,0,18,2021
Cincinnati,Las Vegas,#N/A,1/15/2022,Jerome Boger,7,56,3,20,4,36,0,0,2,2,0,0,0,0,18,2021
New England,Buffalo,#N/A,1/15/2022,Brad Allen,5,34,3,14,2,20,0,0,2,2,0,0,0,0,18,2021
Buffalo,New England,#N/A,1/15/2022,Brad Allen,3,47,1,10,2,37,0,0,0,0,0,0,0,0,18,2021
Philadelphia,Tampa Bay,#N/A,1/16/2022,Craig Wrolstad,4,45,3,30,1,15,0,0,0,0,0,0,2,0,18,2021
Tampa Bay,Philadelphia,#N/A,1/16/2022,Craig Wrolstad,4,35,1,5,2,20,1,10,2,1,1,0,0,0,18,2021
Dallas,San Francisco,#N/A,1/16/2022,Alex Kemp,14,89,7,50,6,30,1,9,7,4,3,0,1,0,18,2021
San Francisco,Dallas,#N/A,1/16/2022,Alex Kemp,9,58,7,38,0,0,2,20,6,5,0,1,1,0,18,2021
Pittsburgh,Kansas City,#N/A,1/16/2022,Shawn Smith,4,45,2,15,2,30,0,0,1,1,0,0,0,0,18,2021
Kansas City,Pittsburgh,#N/A,1/16/2022,Shawn Smith,3,25,2,10,1,15,0,0,2,2,0,0,1,0,18,2021
LA Rams,Arizona,#N/A,1/17/2022,Clay Martin,6,48,5,41,1,7,0,0,1,1,0,0,1,0,18,2021
Arizona,LA Rams,#N/A,1/17/2022,Clay Martin,7,50,5,40,2,10,0,0,3,2,1,0,1,0,18,2021
Cincinnati,Tennessee,#N/A,1/22/2022,Clete Blakeman,6,46,3,15,1,15,2,16,3,3,0,0,0,0,19,2021
Tennessee,Cincinnati,#N/A,1/22/2022,Clete Blakeman,2,15,1,5,0,0,1,10,1,1,0,0,1,0,19,2021
San Francisco,Green Bay,#N/A,1/22/2022,Ron Torbert,5,40,4,35,1,5,0,0,2,2,0,0,0,0,19,2021
Green Bay,San Francisco,#N/A,1/22/2022,Ron Torbert,5,25,4,20,0,0,1,5,4,3,0,1,0,0,19,2021
Kansas City,Buffalo,#N/A,1/23/2022,John Hussey,1,10,1,10,0,0,0,0,0,0,0,0,2,1,19,2021
Buffalo,Kansas City,#N/A,1/23/2022,John Hussey,3,15,1,5,2,10,0,0,1,1,0,0,0,1,19,2021
LA Rams,Tampa Bay,#N/A,1/23/2022,Shawn Hochuli,4,45,2,15,2,30,0,0,1,1,0,0,0,0,19,2021
Tampa Bay,LA Rams,#N/A,1/23/2022,Shawn Hochuli,4,61,1,15,3,46,0,0,0,0,0,0,0,0,19,2021
Cincinnati,Kansas City,#N/A,1/30/2022,Bill Vinovich,4,30,2,11,2,19,0,0,3,2,1,0,1,0,20,2021
Kansas City,Cincinnati,#N/A,1/30/2022,Bill Vinovich,2,11,0,0,2,11,0,0,1,0,1,0,0,0,20,2021
San Francisco,LA Rams,#N/A,1/30/2022,Carl Cheffers,6,54,3,15,3,39,0,0,3,3,0,0,0,0,20,2021
LA Rams,San Francisco,#N/A,1/30/2022,Carl Cheffers,2,10,0,0,2,10,0,0,1,0,1,0,0,0,20,2021
LA Rams,Cincinnati,#N/A,2/13/2022,Ron Torbert,2,10,2,10,0,0,0,0,2,2,0,0,0,1,21,2021
Cincinnati,LA Rams,#N/A,2/13/2022,Ron Torbert,4,31,1,14,3,17,0,0,0,0,0,0,0,1,21,2021
LA Rams,Buffalo,3328,9/8/2022,Carl Cheffers,4,30,2,10,2,20,0,0,2,2,0,0,0,0,1,2022
Buffalo,LA Rams,3328,9/8/2022,Carl Cheffers,5,35,2,10,3,25,0,0,2,2,0,0,0,0,1,2022
Atlanta,New Orleans,3329,9/11/2022,Alex Kemp,8,55,3,25,2,10,3,20,5,1,2,2,2,0,1,2022
New Orleans,Atlanta,3329,9/11/2022,Alex Kemp,8,99,1,10,6,84,1,5,2,0,1,1,1,0,1,2022
Carolina,Cleveland,3330,9/11/2022,Brad Rogers,8,96,3,22,5,74,0,0,1,1,0,0,0,0,1,2022
Cleveland,Carolina,3330,9/11/2022,Brad Rogers,9,71,5,30,3,36,1,5,4,3,0,1,0,0,1,2022
San Francisco,Chicago,3331,9/11/2022,Clay Martin,12,99,4,25,6,59,2,15,4,3,1,0,1,0,1,2022
Chicago,San Francisco,3331,9/11/2022,Clay Martin,3,24,0,0,1,4,2,20,2,0,1,1,1,0,1,2022
Cincinnati,Pittsburgh,3332,9/11/2022,Shawn Hochuli,4,27,3,25,1,2,0,0,2,2,0,0,1,0,1,2022
Pittsburgh,Cincinnati,3332,9/11/2022,Shawn Hochuli,8,59,1,10,6,39,1,10,0,0,0,0,1,0,1,2022
Detroit,Philadelphia,3333,9/11/2022,Brad Allen,7,65,3,20,3,35,1,10,2,2,0,0,1,1,1,2022
Philadelphia,Detroit,3333,9/11/2022,Brad Allen,10,61,7,40,3,21,0,0,5,4,1,0,0,1,1,2022
Indianapolis,Houston,3334,9/11/2022,Land Clark,7,89,2,10,3,69,2,10,2,1,0,1,0,0,1,2022
Houston,Indianapolis,3334,9/11/2022,Land Clark,6,40,3,15,3,25,0,0,4,3,1,0,2,0,1,2022
New England,Miami,3335,9/11/2022,John Hussey,3,15,1,5,2,10,0,0,2,1,1,0,1,1,1,2022
Miami,New England,3335,9/11/2022,John Hussey,4,20,1,5,2,10,1,5,2,1,0,1,0,1,1,2022
N.Y. Jets,Baltimore,3336,9/11/2022,Craig Wrolstad,6,81,4,40,1,32,1,9,0,0,0,0,0,0,1,2022
Baltimore,N.Y. Jets,3336,9/11/2022,Craig Wrolstad,5,29,2,14,3,15,0,0,0,0,0,0,0,0,1,2022
Washington,Jacksonville,3337,9/11/2022,Tra Blake,6,63,1,5,5,58,0,0,0,0,0,0,2,0,1,2022
Jacksonville,Washington,3337,9/11/2022,Tra Blake,13,90,7,52,6,38,0,0,7,4,3,0,0,0,1,2022
Arizona,Kansas City,3338,9/11/2022,Scott Novak,5,49,1,5,4,44,0,0,2,1,1,0,2,0,1,2022
Kansas City,Arizona,3338,9/11/2022,Scott Novak,3,25,1,5,0,0,2,20,0,0,0,0,0,0,1,2022
Las Vegas,LA Chargers,3339,9/11/2022,Shawn Smith,3,11,2,10,1,1,0,0,2,2,0,0,1,0,1,2022
LA Chargers,Las Vegas,3339,9/11/2022,Shawn Smith,5,21,4,20,1,1,0,0,3,3,0,0,0,0,1,2022
Minnesota,Green Bay,3340,9/11/2022,Bill Vinovich,3,20,2,15,0,0,1,5,2,1,0,1,1,0,1,2022
Green Bay,Minnesota,3340,9/11/2022,Bill Vinovich,2,10,0,0,1,5,1,5,2,0,1,1,2,0,1,2022
N.Y. Giants,Tennessee,3341,9/11/2022,Jerome Boger,8,45,3,20,4,20,1,5,3,2,0,1,1,0,1,2022
Tennessee,N.Y. Giants,3341,9/11/2022,Jerome Boger,7,50,5,35,1,5,1,10,3,3,0,0,0,0,1,2022
Tampa Bay,Dallas,3342,9/11/2022,Ron Torbert,5,25,2,10,2,10,1,5,5,2,2,1,0,0,1,2022
Dallas,Tampa Bay,3342,9/11/2022,Ron Torbert,10,73,8,58,0,0,2,15,4,4,0,0,0,0,1,2022
Seattle,Denver,3343,9/12/2022,Clete Blakeman,5,77,3,25,2,52,0,0,1,1,0,0,0,0,1,2022
Denver,Seattle,3343,9/12/2022,Clete Blakeman,12,106,5,25,7,81,0,0,5,5,0,0,1,0,1,2022
Kansas City,LA Chargers,3344,9/15/2022,John Hussey,6,54,2,11,1,8,3,35,1,1,0,0,2,1,2,2022
LA Chargers,Kansas City,3344,9/15/2022,John Hussey,3,25,0,0,2,20,1,5,1,0,0,1,1,1,2,2022
Baltimore,Miami,3345,9/18/2022,Adrian Hill,1,5,1,5,0,0,0,0,1,1,0,0,1,0,2,2022
Miami,Baltimore,3345,9/18/2022,Adrian Hill,8,51,2,20,6,31,0,0,1,0,1,0,3,0,2,2022
Cleveland,N.Y. Jets,3346,9/18/2022,Tra Blake,5,38,2,14,3,24,0,0,3,1,2,0,1,0,2,2022
N.Y. Jets,Cleveland,3346,9/18/2022,Tra Blake,8,57,5,30,2,12,1,15,2,2,0,0,1,0,2,2022
Detroit,Washington,3347,9/18/2022,Bill Vinovich,1,5,1,5,0,0,0,0,1,1,0,0,2,0,2,2022
Washington,Detroit,3347,9/18/2022,Bill Vinovich,2,17,2,17,0,0,0,0,1,1,0,0,0,0,2,2022
Indianapolis,Jacksonville,3348,9/18/2022,Alex Kemp,5,30,3,20,2,10,0,0,3,2,1,0,3,1,2,2022
Jacksonville,Indianapolis,3348,9/18/2022,Alex Kemp,3,19,1,10,1,4,1,5,1,0,0,1,0,1,2,2022
Tampa Bay,New Orleans,3349,9/18/2022,Shawn Hochuli,8,101,3,19,4,77,1,5,4,2,1,1,0,1,2,2022
New Orleans,Tampa Bay,3349,9/18/2022,Shawn Hochuli,9,60,2,15,3,25,4,20,3,1,0,2,0,1,2,2022
N.Y. Giants,Carolina,3350,9/18/2022,Ron Torbert,8,62,3,25,4,32,1,5,1,1,0,0,1,0,2,2022
Carolina,N.Y. Giants,3350,9/18/2022,Ron Torbert,5,38,3,20,2,18,0,0,2,1,1,0,1,0,2,2022
New England,Pittsburgh,3351,9/18/2022,Land Clark,7,55,7,55,0,0,0,0,3,3,0,0,0,0,2,2022
Pittsburgh,New England,3351,9/18/2022,Land Clark,3,20,2,10,0,0,1,10,2,2,0,0,1,0,2,2022
Atlanta,LA Rams,3352,9/18/2022,Clay Martin,5,29,3,20,2,9,0,0,2,2,0,0,0,0,2,2022
LA Rams,Atlanta,3352,9/18/2022,Clay Martin,3,61,1,5,2,56,0,0,1,1,0,0,1,0,2,2022
Seattle,San Francisco,3353,9/18/2022,Brad Rogers,10,106,3,23,7,83,0,0,3,1,2,0,2,0,2,2022
San Francisco,Seattle,3353,9/18/2022,Brad Rogers,1,26,0,0,1,26,0,0,0,0,0,0,0,0,2,2022
Dallas,Cincinnati,3354,9/18/2022,Brad Allen,5,45,1,5,3,35,1,5,2,1,0,1,2,0,2,2022
Cincinnati,Dallas,3354,9/18/2022,Brad Allen,7,35,4,20,2,10,1,5,6,4,1,1,2,0,2,2022
Denver,Houston,3355,9/18/2022,Carl Cheffers,13,100,7,65,3,15,3,20,5,3,0,2,2,0,2,2022
Houston,Denver,3355,9/18/2022,Carl Cheffers,8,94,2,15,6,79,0,0,3,1,2,0,2,0,2,2022
Arizona,Las Vegas,3356,9/18/2022,Clete Blakeman,12,120,7,50,4,60,1,10,5,3,2,0,1,0,2,2022
Las Vegas,Arizona,3356,9/18/2022,Clete Blakeman,10,68,6,40,4,28,0,0,4,4,0,0,1,0,2,2022
Chicago,Green Bay,3357,9/18/2022,Craig Wrolstad,7,50,3,15,3,25,1,10,2,2,0,0,2,0,2,2022
Green Bay,Chicago,3357,9/18/2022,Craig Wrolstad,3,25,2,15,0,0,1,10,1,1,0,0,0,0,2,2022
Buffalo,Tennessee,3358,9/19/2022,Shawn Smith,8,49,3,15,4,30,1,4,6,3,3,0,4,0,2,2022
Tennessee,Buffalo,3358,9/19/2022,Shawn Smith,9,87,2,25,5,42,2,20,3,0,2,1,0,0,2,2022
Philadelphia,Minnesota,3359,9/19/2022,Scott Novak,8,60,7,45,1,15,0,0,2,2,0,0,1,0,2,2022
Minnesota,Philadelphia,3359,9/19/2022,Scott Novak,5,25,2,10,2,10,1,5,2,1,0,1,1,0,2,2022
