Team,Team_ID,Name,Pos,Count,Yards,Declined,Offsetting,Pre-Snap,Penalties,Week,Year
Atlanta,2,K.McGary,OL,1,3,0,0,1,False Start (1),13,2019
Houston,13,L.Johnson,DB,1,12,0,0,0,Defensive Pass Interference (1),13,2019
Oakland,26,D.Leavitt,DB,1,10,0,0,0,Offensive Holding (1),13,2019
Jacksonville,15,C.Davis,DB,1,10,0,0,0,Offensive Holding (1),13,2019
Buffalo,4,D.Johnson,DE,0,0,1,0,0,Illegal Use of Hands (1),13,2019
Houston,13,M.Scharping,OL,1,5,0,0,1,False Start (1),13,2019
Pittsburgh,28,M.Feiler,T,1,0,0,0,1,False Start (1),13,2019
Denver,10,E.Wilkinson,T,0,0,0,1,0,Offensive Holding (1),13,2019
Green Bay,12,Z.Smith,LB,1,4,0,0,1,Neutral Zone Infraction (1),13,2019
N.Y. Jets,23,R.Griffin,TE,1,10,0,0,0,Offensive Holding (1),13,2019
LA Rams,18,O.Okoronkwo,LB,1,15,0,0,0,Roughing the Passer (1),13,2019
Oakland,26,N.Lawson,CB,1,5,0,0,0,Defensive Holding (1),13,2019
Chicago,6,R.Coward,T,1,15,0,0,0,Face Mask (15 Yards) (1),13,2019
Miami,20,R.Lewis,CB,1,20,0,0,0,Defensive Pass Interference (1),13,2019
San Francisco,30,E.Sanders,WR,1,10,0,0,0,Illegal Block Above the Waist (1),13,2019
Minnesota,21,J.Kline,G,1,5,0,0,1,False Start (1),13,2019
Tennessee,34,R.Evans,LB,1,15,0,0,0,Unnecessary Roughness (1),13,2019
Tampa Bay,33,A.Cappa,G,1,10,0,0,0,Offensive Holding (1),13,2019
Dallas,9,M.Bennett,DE,1,5,0,0,1,Encroachment (1),13,2019
Cleveland,8,T.Carrie,DB,0,0,1,0,0,Defensive Pass Interference (1),13,2019
Green Bay,12,P.Smith,LB,1,5,0,0,1,Defensive Offside (1),13,2019
Indianapolis,14,J.Williams,RB,1,10,0,0,0,Offensive Holding (1),13,2019
Dallas,9,D.Thompson,DB,1,18,0,0,0,Defensive Pass Interference (1),13,2019
Jacksonville,15,B.Watson,DB,1,5,0,0,1,Neutral Zone Infraction (1),13,2019
Miami,20,V.Biegel,LB,1,5,0,0,1,False Start (1),13,2019
Chicago,6,H.Clinton-Dix,SS,1,4,0,0,1,Defensive Offside (1),13,2019
Atlanta,2,C.Blake,WR,0,0,0,1,0,Unnecessary Roughness (1),13,2019
San Francisco,30,J.Taylor,DT,1,5,0,0,1,Neutral Zone Infraction (1),13,2019
San Francisco,30,A.Al-Shaair,LB,1,14,0,0,0,Roughing the Passer (1),13,2019
San Francisco,30,S.Day,DT,1,15,0,0,0,Roughing the Passer (1),13,2019
Baltimore,3,J.Ferguson,LB,1,5,0,0,1,Defensive Offside (1),13,2019
N.Y. Giants,22,S.Beal,CB,1,11,0,0,0,Defensive Pass Interference (1),13,2019
N.Y. Giants,22,A.Bethea,FS,1,0,0,0,0,Defensive Holding (1),13,2019
N.Y. Giants,22,G.Haley,DB,1,15,0,0,0,Defensive Pass Interference (1),13,2019
N.Y. Jets,23,N.Hewitt,LB,1,39,0,0,0,Defensive Pass Interference (1),13,2019
Pittsburgh,28,D.Hodges,QB,1,5,0,0,1,False Start (1),13,2019
Washington,35,D.Payne,DL,1,15,0,0,0,Unnecessary Roughness (1),13,2019
Washington,35,S.Thomas,CB,1,5,0,0,0,Offside on Free Kick (1),13,2019
Carolina,5,D.White,WR,1,15,0,0,0,Kick Catch Interference (1),13,2019
Washington,35,C.Sims,WR,1,5,0,0,1,Illegal Formation (1),13,2019
Jacksonville,15,N.Foles,QB,1,9,0,0,0,Intentional Grounding (1),13,2019
Jacksonville,15,M.Walker,WR,1,10,0,0,0,Illegal Block Above the Waist (1),13,2019
Jacksonville,15,G.Minshew II,QB,1,5,0,0,0,Illegal Forward Pass (1),13,2019
Miami,20,S.Calhoun,G,1,5,0,0,1,False Start (1),13,2019
Philadelphia,27,A.Rush,DL,1,5,0,0,1,Defensive Offside (1),13,2019
Oakland,26,D.Waller,TE,1,10,0,0,0,Offensive Pass Interference (1),13,2019
Kansas City,16,D.Thompson,RB,0,0,0,1,0,Offensive Holding (1),13,2019
LA Chargers,17,D.Tranquill,LB,1,15,0,0,0,Roughing the Kicker (1),13,2019
Houston,13,G.Howell,RB,1,12,0,0,0,Illegal Blindside Block (1),13,2019
New England,24,J.Bethel,DB,1,5,0,0,1,Defensive Offside (1),13,2019
Tampa Bay,33,J.Pierre-Paul,LB,1,5,0,0,1,Neutral Zone Infraction (1),13,2019
Houston,13,L.Tunsil,OL,3,15,0,0,3,False Start (3),14,2019
Houston,13,L.Johnson,DB,3,14,0,0,1,"Defensive Holding (2), Illegal Formation (1)",14,2019
N.Y. Giants,22,S.Beal,CB,2,9,1,0,0,"Offensive Holding (1), Illegal Contact (1), Defensive Holding (1)",14,2019
Washington,35,M.Moses,T,2,15,0,0,1,"False Start (1), Offensive Holding (1)",14,2019
Jacksonville,15,C.Robinson,OL,2,20,0,0,0,Offensive Holding (2),14,2019
Baltimore,3,M.Humphrey,DB,1,26,0,1,0,"Defensive Pass Interference (1), Defensive Holding (1)",14,2019
Jacksonville,15,D.Payne,LB,2,30,0,0,0,"Face Mask (15 Yards) (1), Horse Collar Tackle (1)",14,2019
Minnesota,21,S.Weatherly,DE,2,25,0,0,0,"Offensive Holding (1), Roughing the Passer (1)",14,2019
Kansas City,16,K.Fuller,CB,1,24,1,0,0,"Defensive Pass Interference (1), Defensive Holding (1)",14,2019
New Orleans,25,C.Gardner-Johnson,DB,2,11,0,0,0,"Unnecessary Roughness (1), Defensive Holding (1)",14,2019
Kansas City,16,B.Breeland,CB,1,8,1,0,0,"Defensive Pass Interference (1), Illegal Use of Hands (1)",14,2019
Arizona,1,B.Murphy,DB,2,39,0,0,0,Defensive Pass Interference (2),14,2019
N.Y. Jets,23,J.Burgess,OLB,2,20,0,0,0,"Unnecessary Roughness (1), Defensive Holding (1)",14,2019
Atlanta,2,C.Blake,WR,2,10,0,0,0,"Offensive Holding (1), Illegal Touch Kick (1)",14,2019
Chicago,6,J.Horsted,TE,2,10,0,0,2,False Start (2),14,2019
Tampa Bay,33,J.Pierre-Paul,LB,1,5,1,0,2,Defensive Offside (2),14,2019
Seattle,31,A.Lucas,T,1,5,0,0,1,Illegal Formation (1),14,2019
San Francisco,30,J.Staley,T,1,5,0,0,1,False Start (1),14,2019
Minnesota,21,E.Griffen,DE,1,5,0,0,1,Defensive Offside (1),14,2019
Denver,10,V.Miller,LB,1,5,0,0,1,Defensive Offside (1),14,2019
Tampa Bay,33,D.Dotson,T,1,10,0,0,0,Offensive Holding (1),14,2019
Cincinnati,7,A.Dalton,QB,1,10,0,0,0,Intentional Grounding (1),14,2019
Green Bay,12,T.Williams,CB,1,14,0,0,0,Defensive Pass Interference (1),14,2019
Minnesota,21,H.Smith,DB,1,5,0,0,0,Defensive Holding (1),14,2019
San Francisco,30,G.Celek,TE,1,5,0,0,1,False Start (1),14,2019
Buffalo,4,J.Hughes,DE,1,4,0,0,0,Unsportsmanlike Conduct (1),14,2019
Detroit,11,D.Slay,CB,1,5,0,0,0,Defensive Holding (1),14,2019
Kansas City,16,E.Fisher,T,1,5,0,0,1,False Start (1),14,2019
LA Chargers,17,K.Allen,WR,1,10,0,0,0,Illegal Block Above the Waist (1),14,2019
Cincinnati,7,D.Dennard,DB,1,15,0,0,0,Illegal Blindside Block (1),14,2019
Philadelphia,27,Z.Ertz,TE,1,5,0,0,1,False Start (1),14,2019
Kansas City,16,T.Kelce,TE,1,10,0,0,0,Offensive Pass Interference (1),14,2019
Minnesota,21,A.Barr,LB,1,5,0,0,0,Defensive Holding (1),14,2019
Minnesota,21,L.Joseph,DT,1,5,0,0,0,Illegal Use of Hands (1),14,2019
Dallas,9,D.Lawrence,DL,1,5,0,0,1,Defensive Offside (1),14,2019
Tampa Bay,33,J.Winston,QB,1,16,0,0,0,Intentional Grounding (1),14,2019
Pittsburgh,28,B.Dupree,LB,1,5,0,0,1,Defensive Offside (1),14,2019
Minnesota,21,T.Waynes,CB,0,0,1,0,0,Defensive Holding (1),14,2019
Dallas,9,B.Jones,CB,1,10,0,0,0,Defensive Pass Interference (1),14,2019
Kansas City,16,M.Schwartz,T,1,10,0,0,0,Offensive Holding (1),14,2019
Dallas,9,D.Prescott,QB,1,12,0,0,0,Intentional Grounding (1),14,2019
Seattle,31,G.Ifedi,T,1,5,0,0,1,False Start (1),14,2019
Kansas City,16,D.Robinson,WR,0,0,1,0,0,Illegal Block Above the Waist (1),14,2019
Kansas City,16,L.Duvernay-Tardif,G,1,5,0,0,0,Illegal Use of Hands (1),14,2019
Baltimore,3,M.Pierce,DL,1,15,0,0,0,Unnecessary Roughness (1),14,2019
Philadelphia,27,B.Brooks,OL,1,10,0,0,0,Offensive Holding (1),14,2019
New Orleans,25,M.Thomas,WR,1,10,0,0,0,Offensive Pass Interference (1),14,2019
Green Bay,12,K.Fackrell,LB,1,5,0,0,1,Neutral Zone Infraction (1),14,2019
Denver,10,C.Harris,CB,1,5,0,0,0,Defensive Holding (1),14,2019
Philadelphia,27,J.Peters,T,1,5,0,0,1,False Start (1),14,2019
Pittsburgh,28,A.Villanueva,T,1,5,0,0,1,False Start (1),14,2019
Pittsburgh,28,T.Watt,LB,1,5,0,0,1,Neutral Zone Infraction (1),14,2019
Jacksonville,15,A.Bouye,CB,1,6,0,0,0,Defensive Pass Interference (1),14,2019
Detroit,11,K.Golladay,WR,1,10,0,0,0,Offensive Pass Interference (1),14,2019
LA Rams,18,A.Whitworth,OL,1,10,0,0,0,Illegal Use of Hands (1),14,2019
New Orleans,25,M.Williams,DB,1,14,0,0,0,Face Mask (15 Yards) (1),14,2019
Denver,10,G.Bolles,OL,1,10,0,0,0,Illegal Block Above the Waist (1),14,2019
Philadelphia,27,R.Douglas,CB,1,10,0,0,0,Offensive Holding (1),14,2019
New Orleans,25,R.Ramczyk,OL,0,0,1,0,0,Offensive Holding (1),14,2019
Tennessee,34,L.Ryan,CB,1,5,0,0,0,Defensive Holding (1),14,2019
Jacksonville,15,D.Smoot,DL,1,5,0,0,1,Neutral Zone Infraction (1),14,2019
LA Rams,18,R.Woods,WR,0,0,1,0,0,Illegal Block Above the Waist (1),14,2019
Atlanta,2,W.Schweitzer,G,1,5,0,0,1,False Start (1),14,2019
New England,24,S.Gilmore,CB,1,5,0,0,0,Defensive Holding (1),14,2019
Baltimore,3,C.Clark,DB,1,1,0,0,1,Neutral Zone Infraction (1),14,2019
New England,24,D.Wise,DL,1,5,0,0,0,Illegal Use of Hands (1),14,2019
Jacksonville,15,C.Campbell,DE,1,5,0,0,1,Encroachment (1),14,2019
Cleveland,8,L.Ogunjobi,DT,1,5,0,0,1,Encroachment (1),14,2019
LA Chargers,17,D.King,CB,1,8,0,0,0,Defensive Pass Interference (1),14,2019
Dallas,9,X.Woods,DB,1,5,0,0,0,Defensive Holding (1),14,2019
San Francisco,30,A.Witherspoon,CB,1,1,0,0,0,Unnecessary Roughness (1),14,2019
Carolina,5,V.Butler,DT,1,5,0,0,1,Encroachment (1),14,2019
Jacksonville,15,D.Westbrook,WR,1,10,0,0,0,Offensive Holding (1),14,2019
Pittsburgh,28,T.Alualu,DL,1,5,0,0,0,Defensive Holding (1),14,2019
Baltimore,3,P.Ricard,RB,1,10,0,0,0,Offensive Holding (1),14,2019
New England,24,L.Guy,DL,1,5,0,0,0,Defensive Holding (1),14,2019
Buffalo,4,T.Murphy,DE,1,15,0,0,0,Roughing the Passer (1),14,2019
Cleveland,8,J.Landry,WR,0,0,1,0,0,Illegal Crackback (1),14,2019
Atlanta,2,V.Beasley,DE,0,0,1,0,1,Defensive Offside (1),14,2019
Arizona,1,J.Pugh,OL,1,5,0,0,1,False Start (1),14,2019
San Francisco,30,D.Reed,FS,1,10,0,0,0,Offensive Holding (1),14,2019
Miami,20,D.Kilgore,C,1,10,0,0,0,Offensive Holding (1),14,2019
Tampa Bay,33,A.Adams,DB,1,15,0,0,0,Unnecessary Roughness (1),14,2019
Miami,20,J.Baker,LB,1,15,0,0,0,Face Mask (15 Yards) (1),14,2019
Seattle,31,D.Fluker,G,1,10,0,0,0,Offensive Holding (1),14,2019
N.Y. Giants,22,S.Simonson,TE,1,5,0,0,1,False Start (1),14,2019
Kansas City,16,P.Mahomes,QB,0,0,1,0,0,Face Mask (15 Yards) (1),14,2019
Denver,10,J.Jones,LB,1,5,0,0,1,Illegal Formation (1),14,2019
LA Chargers,17,T.Scott,T,1,5,0,0,1,False Start (1),14,2019
Oakland,26,B.Parker,OL,1,10,0,0,0,Offensive Holding (1),14,2019
LA Chargers,17,D.James,DB,1,12,0,0,0,Unnecessary Roughness (1),14,2019
LA Chargers,17,B.Facyson,CB,1,15,0,0,0,Defensive Pass Interference (1),14,2019
Minnesota,21,B.O'Neill,OL,0,0,0,1,0,Offensive Holding (1),14,2019
Indianapolis,14,Z.Pascal,WR,1,10,0,0,0,Offensive Holding (1),14,2019
Baltimore,3,B.Bozeman,OL,0,0,1,0,0,Illegal Touch Pass (1),14,2019
San Francisco,30,R.Sherman,CB,1,5,0,0,0,Defensive Holding (1),14,2019
Washington,35,J.Sprinkle,TE,1,10,0,0,0,Offensive Holding (1),14,2019
Detroit,11,C.Jones,LB,0,0,0,1,0,Lowering the Head to Initiate Contact (1),14,2019
Oakland,26,D.Worley,CB,0,0,1,0,0,Defensive Holding (1),14,2019
Kansas City,16,D.O'Daniel,LB,1,15,0,0,0,Unnecessary Roughness (1),14,2019
Detroit,11,D.Harrison,DT,1,5,0,0,0,Defensive Holding (1),14,2019
Seattle,31,D.Moore,WR,1,10,0,0,0,Offensive Holding (1),14,2019
Cleveland,8,G.Robinson,T,1,5,0,0,1,False Start (1),14,2019
Green Bay,12,M.Lewis,TE,1,5,0,0,1,False Start (1),14,2019
Oakland,26,J.Hankins,DL,1,5,0,0,1,Encroachment (1),14,2019
San Francisco,30,M.McGlinchey,OL,1,5,0,0,1,False Start (1),14,2019
Indianapolis,14,A.Walker,LB,1,10,0,0,0,Offensive Holding (1),14,2019
Buffalo,4,S.Lotulelei,DT,1,5,0,0,0,Defensive Holding (1),14,2019
N.Y. Jets,23,N.Shepherd,DL,1,15,0,0,0,Roughing the Passer (1),14,2019
San Francisco,30,M.Harris,LB,1,10,0,0,0,Offensive Holding (1),14,2019
Tampa Bay,33,J.Whitehead,DB,0,0,1,0,0,Defensive Holding (1),14,2019
Atlanta,2,I.Oliver,DB,1,34,0,0,0,Defensive Pass Interference (1),14,2019
Kansas City,16,C.Ward,CB,1,31,0,0,0,Defensive Pass Interference (1),14,2019
Cincinnati,7,A.Tate,WR,1,15,0,0,0,Illegal Blindside Block (1),14,2019
Cincinnati,7,J.Ross,WR,1,10,0,0,0,Offensive Holding (1),14,2019
Atlanta,2,B.Hill,RB,1,5,0,0,1,False Start (1),14,2019
LA Chargers,17,M.Williams,WR,1,15,0,0,0,Unsportsmanlike Conduct (1),14,2019
Kansas City,16,A.Reiter,OL,1,15,0,0,0,Illegal Blindside Block (1),14,2019
Miami,20,E.Rowe,DB,0,0,1,0,0,Illegal Contact (1),14,2019
Carolina,5,G.McCoy,DT,1,5,0,0,1,Neutral Zone Infraction (1),14,2019
Cleveland,8,O.Beckham,WR,1,5,0,0,1,False Start (1),14,2019
Cleveland,8,G.Williams,DB,1,5,0,0,0,Defensive Holding (1),14,2019
Buffalo,4,M.Morse,OL,0,0,1,0,0,Ineligible Downfield Pass (1),14,2019
Indianapolis,14,J.Houston,DE,1,15,0,0,0,Illegal Blindside Block (1),14,2019
Seattle,31,D.Metcalf,WR,1,15,0,0,0,Unnecessary Roughness (1),14,2019
Seattle,31,J.Clowney,DE,1,4,0,0,1,Neutral Zone Infraction (1),14,2019
San Francisco,30,D.Samuel,WR,1,10,0,0,0,Illegal Block Above the Waist (1),14,2019
Arizona,1,T.Suggs,OLB,1,1,0,0,0,Face Mask (15 Yards) (1),14,2019
New England,24,S.Calhoun,LB,1,5,0,0,0,Defensive Holding (1),14,2019
New England,24,I.Wynn,OL,1,5,0,0,1,False Start (1),14,2019
Houston,13,D.Fells,TE,1,5,0,0,1,False Start (1),14,2019
Tampa Bay,33,J.Dean,DB,1,45,0,0,0,Defensive Pass Interference (1),14,2019
Arizona,1,C.Washington,DB,1,10,0,0,0,Offensive Holding (1),14,2019
Houston,13,B.Mingo,OLB,1,5,0,0,1,Defensive Offside (1),14,2019
Seattle,31,M.Iupati,G,1,10,0,0,0,Offensive Holding (1),14,2019
Oakland,26,L.Joyner,CB,1,5,0,0,0,Defensive Holding (1),14,2019
Cincinnati,7,A.Brown,NT,0,0,1,0,1,Defensive Offside (1),14,2019
Buffalo,4,K.Johnson,CB,1,15,0,0,0,Face Mask (15 Yards) (1),14,2019
Miami,20,K.Webster,DB,1,5,0,0,0,Defensive Holding (1),14,2019
Houston,13,B.Roby,CB,1,5,0,0,0,Defensive Holding (1),14,2019
Arizona,1,M.Williams,TE,1,5,0,0,1,False Start (1),14,2019
Arizona,1,J.Hicks,LB,1,15,0,0,0,Unnecessary Roughness (1),14,2019
Tampa Bay,33,S.Murphy-Bunting,DB,0,0,1,0,0,Illegal Contact (1),14,2019
Tennessee,34,N.Davis,OL,1,10,0,0,0,Offensive Holding (1),14,2019
Baltimore,3,E.Thomas,FS,1,15,0,0,0,Unnecessary Roughness (1),14,2019
Carolina,5,B.Burns,LB,1,4,0,0,1,Defensive Offside (1),14,2019
Carolina,5,B.Irvin,LB,1,5,0,0,1,Defensive Offside (1),14,2019
Carolina,5,M.Paradis,C,1,10,0,0,0,Offensive Holding (1),14,2019
Denver,10,E.Wilkinson,T,1,10,0,0,0,Offensive Holding (1),14,2019
Dallas,9,T.Austin,WR,1,15,0,0,0,Illegal Blindside Block (1),14,2019
LA Rams,18,O.Okoronkwo,LB,1,5,0,0,1,Defensive Offside (1),14,2019
Miami,20,M.Deiter,OL,1,10,0,0,0,Offensive Holding (1),14,2019
Jacksonville,15,R.Armstead,RB,1,15,0,0,0,Illegal Double-Team Block (1),14,2019
Cincinnati,7,J.Mixon,RB,1,15,0,0,0,Unnecessary Roughness (1),14,2019
Baltimore,3,L.Fort,LB,1,15,0,0,0,Roughing the Passer (1),14,2019
Cincinnati,7,W.Jackson III,CB,1,5,0,0,0,Defensive Pass Interference (1),14,2019
Tennessee,34,J.Simmons,DL,1,5,0,0,1,Neutral Zone Infraction (1),14,2019
Denver,10,D.Hamilton,WR,1,10,0,0,0,Offensive Holding (1),14,2019
Carolina,5,D.Daley,G,1,10,0,0,0,Offensive Holding (1),14,2019
Oakland,26,T.Mullen,CB,0,0,1,0,0,Defensive Holding (1),14,2019
San Francisco,30,E.Sanders,WR,1,10,0,0,0,Illegal Block Above the Waist (1),14,2019
Buffalo,4,Q.Spain,G,1,10,0,0,0,Offensive Holding (1),14,2019
Tennessee,34,R.Evans,LB,1,1,0,0,0,Defensive Pass Interference (1),14,2019
Green Bay,12,A.Lazard,WR,1,5,0,0,1,False Start (1),14,2019
N.Y. Giants,22,L.Williams,DL,1,15,0,0,0,Roughing the Passer (1),14,2019
Dallas,9,M.Bennett,DE,1,5,0,0,1,Neutral Zone Infraction (1),14,2019
LA Rams,18,J.Ramsey,DB,1,5,0,0,0,Offensive Holding (1),14,2019
San Francisco,30,E.Moseley,DB,1,6,0,0,0,Defensive Pass Interference (1),14,2019
Chicago,6,J.Wims,WR,1,10,0,0,0,Illegal Block Above the Waist (1),14,2019
Baltimore,3,J.Ferguson,LB,1,15,0,0,0,Unnecessary Roughness (1),14,2019
Chicago,6,R.Ridley,WR,1,10,0,0,0,Offensive Holding (1),14,2019
Detroit,11,J.Tavai,LB,1,8,0,0,0,Lowering the Head to Initiate Contact (1),14,2019
Minnesota,21,A.Abdullah,RB,1,5,0,0,1,False Start (1),14,2019
N.Y. Jets,23,Q.Williams,DL,1,15,0,0,0,Face Mask (15 Yards) (1),14,2019
N.Y. Jets,23,B.Austin,CB,1,38,0,0,0,Defensive Pass Interference (1),14,2019
Atlanta,2,K.Barner,RB,1,4,0,0,0,Illegal Bat (1),14,2019
Baltimore,3,D.Thomas,WR,1,2,0,0,0,Unnecessary Roughness (1),14,2019
Cincinnati,7,S.Morgan,WR,1,15,0,0,0,Face Mask (15 Yards) (1),14,2019
Cincinnati,7,D.Phillips,CB,1,14,0,0,0,Face Mask (15 Yards) (1),14,2019
New Orleans,25,M.Edwards,DE,1,15,0,0,0,Leverage (1),14,2019
Jacksonville,15,C.Jones,TE,1,10,0,0,0,Illegal Block Above the Waist (1),14,2019
Kansas City,16,A.Watts,DB,1,13,0,0,0,Illegal Block Above the Waist (1),14,2019
Seattle,31,R.Green,DE,1,5,0,0,1,Neutral Zone Infraction (1),14,2019
N.Y. Giants,22,D.Downs,LB,1,10,0,0,0,Illegal Block Above the Waist (1),14,2019
Miami,20,N.Needham,DB,1,8,0,0,0,Defensive Pass Interference (1),14,2019
N.Y. Giants,22,J.Halapio,C,1,10,0,0,0,Offensive Holding (1),14,2019
Seattle,31,G.Ifedi,T,2,15,0,0,1,"False Start (1), Offensive Holding (1)",15,2019
N.Y. Jets,23,J.Jenkins,LB,1,15,1,0,1,"Unnecessary Roughness (1), Defensive Offside (1)",15,2019
San Francisco,30,D.Buckner,DT,2,10,0,0,1,"Illegal Use of Hands (1), Neutral Zone Infraction (1)",15,2019
Buffalo,4,D.Dawkins,OL,2,15,0,0,1,"False Start (1), Illegal Block Above the Waist (1)",15,2019
Minnesota,21,L.Treadwell,WR,2,20,0,0,0,Offensive Holding (2),15,2019
LA Chargers,17,M.Davis,DB,2,20,0,0,0,"Defensive Pass Interference (1), Defensive Holding (1)",15,2019
Chicago,6,C.Leno,T,2,10,0,0,1,"False Start (1), Ineligible Downfield Pass (1)",15,2019
Cincinnati,7,B.Webb,CB,1,5,1,0,0,Defensive Holding (2),15,2019
Tampa Bay,33,J.Wells,OL,2,20,0,0,0,"Offensive Holding (1), Illegal Block Above the Waist (1)",15,2019
Dallas,9,M.Bennett,DE,2,6,0,0,2,Defensive Offside (2),15,2019
Atlanta,2,C.Blake,WR,2,20,0,0,0,Offensive Holding (2),15,2019
Tampa Bay,33,J.Pierre-Paul,LB,2,20,0,0,1,"Defensive Offside (1), Illegal Blindside Block (1)",15,2019
Tennessee,34,T.Brock,DB,2,20,0,0,0,"Face Mask (15 Yards) (1), Defensive Holding (1)",15,2019
Miami,20,N.Needham,DB,1,5,1,0,0,"Defensive Pass Interference (1), Illegal Contact (1)",15,2019
Seattle,31,A.Lucas,T,1,5,0,0,1,Delay of Game (1),15,2019
Green Bay,12,B.Bulaga,T,1,10,0,0,0,Offensive Holding (1),15,2019
Green Bay,12,A.Rodgers,QB,1,10,0,0,0,Intentional Grounding (1),15,2019
Arizona,1,P.Peterson,CB,1,5,0,0,0,Defensive Holding (1),15,2019
LA Chargers,17,P.Rivers,QB,1,13,0,0,0,Intentional Grounding (1),15,2019
Tampa Bay,33,D.Dotson,T,1,5,0,0,1,False Start (1),15,2019
Green Bay,12,T.Williams,CB,1,5,0,0,0,Defensive Holding (1),15,2019
New England,24,J.Edelman,WR,1,5,0,0,1,False Start (1),15,2019
LA Rams,18,M.Brockers,DE,1,4,0,0,0,Illegal Use of Hands (1),15,2019
LA Rams,18,J.Hekker,P,0,0,1,0,0,Kickoff Out of Bounds (1),15,2019
Baltimore,3,J.Bynes,LB,1,5,0,0,1,False Start (1),15,2019
Tampa Bay,33,W.Gholston,DL,1,5,0,0,0,Illegal Use of Hands (1),15,2019
Oakland,26,D.Carr,QB,1,5,0,0,1,Delay of Game (1),15,2019
San Francisco,30,J.Ward,DB,1,32,0,0,0,Defensive Pass Interference (1),15,2019
Jacksonville,15,B.Linder,OL,1,9,0,0,0,Illegal Block Above the Waist (1),15,2019
Cleveland,8,J.Bitonio,OL,1,5,0,0,1,False Start (1),15,2019
Atlanta,2,J.Matthews,OL,1,5,0,0,1,False Start (1),15,2019
Philadelphia,27,V.Curry,DE,0,0,1,0,1,Defensive Offside (1),15,2019
Washington,35,M.Moses,T,1,10,0,0,0,Offensive Holding (1),15,2019
Atlanta,2,A.Clayborn,DE,1,15,0,0,0,Roughing the Passer (1),15,2019
Tampa Bay,33,A.Marpet,G,1,5,0,0,1,False Start (1),15,2019
Pittsburgh,28,B.Dupree,LB,1,5,0,0,1,Defensive Offside (1),15,2019
Minnesota,21,S.Diggs,WR,1,5,0,0,1,False Start (1),15,2019
Dallas,9,L.Collins,T,0,0,0,1,0,Offensive Holding (1),15,2019
Carolina,5,J.Bradberry,CB,0,0,1,0,0,Illegal Contact (1),15,2019
Atlanta,2,A.Hooper,TE,1,10,0,0,0,Offensive Holding (1),15,2019
N.Y. Giants,22,S.Shepard,WR,1,10,0,0,0,Offensive Pass Interference (1),15,2019
Arizona,1,D.Humphries,OL,1,5,0,0,1,False Start (1),15,2019
Buffalo,4,L.Alexander,OLB,1,10,0,0,0,Illegal Block Above the Waist (1),15,2019
Philadelphia,27,J.Mills,SS,1,14,0,0,0,Defensive Pass Interference (1),15,2019
LA Chargers,17,H.Henry,TE,1,10,0,0,0,Offensive Holding (1),15,2019
N.Y. Jets,23,S.McLendon,NT,1,0,0,0,1,Encroachment (1),15,2019
Atlanta,2,G.Jarrett,DL,1,15,0,0,0,Roughing the Passer (1),15,2019
Denver,10,C.Harris,CB,0,0,0,1,0,Illegal Use of Hands (1),15,2019
Denver,10,J.Simmons,DB,1,15,0,0,0,Unnecessary Roughness (1),15,2019
Philadelphia,27,I.Seumalo,OL,1,5,0,0,1,False Start (1),15,2019
Philadelphia,27,J.Peters,T,1,5,0,0,1,False Start (1),15,2019
Pittsburgh,28,A.Villanueva,T,1,5,0,0,1,False Start (1),15,2019
Seattle,31,J.Hunt,OL,0,0,1,0,0,Offensive Holding (1),15,2019
Dallas,9,M.Collins,DT,1,5,0,0,1,Neutral Zone Infraction (1),15,2019
Houston,13,W.Fuller,WR,1,5,0,0,1,False Start (1),15,2019
Buffalo,4,M.Milano,LB,1,15,0,0,0,Face Mask (15 Yards) (1),15,2019
Pittsburgh,28,T.Watt,LB,1,5,0,0,1,Neutral Zone Infraction (1),15,2019
Washington,35,R.Anderson,DE,1,15,0,0,0,Roughing the Passer (1),15,2019
LA Rams,18,A.Whitworth,OL,1,10,0,0,0,Offensive Holding (1),15,2019
Indianapolis,14,M.Hunt,DE,1,5,0,0,1,Defensive Offside (1),15,2019
New Orleans,25,L.Warford,G,1,5,0,0,1,False Start (1),15,2019
Indianapolis,14,Q.Wilson,CB,1,5,0,0,0,Defensive Holding (1),15,2019
Philadelphia,27,R.Douglas,CB,1,5,0,0,0,Defensive Holding (1),15,2019
Pittsburgh,28,K.Canaday,LS,1,5,0,0,1,False Start (1),15,2019
Tennessee,34,L.Ryan,CB,0,0,1,0,0,Defensive Holding (1),15,2019
San Francisco,30,K.Juszczyk,RB,1,10,0,0,0,Illegal Block Above the Waist (1),15,2019
LA Rams,18,A.Blythe,C,1,5,0,0,1,False Start (1),15,2019
Cincinnati,7,C.Lawson,DE,1,5,0,0,0,Illegal Use of Hands (1),15,2019
New Orleans,25,J.Hardee,CB,1,10,0,0,0,Offensive Holding (1),15,2019
Houston,13,B.Scarlett,LB,1,7,0,0,0,Unnecessary Roughness (1),15,2019
New England,24,D.Wise,DL,1,15,0,0,0,Roughing the Passer (1),15,2019
Jacksonville,15,C.Campbell,DE,1,15,0,0,0,Roughing the Passer (1),15,2019
Washington,35,M.Nicholson,FS,1,15,0,0,0,Unnecessary Roughness (1),15,2019
New Orleans,25,M.Lattimore,DB,1,7,0,0,0,Defensive Pass Interference (1),15,2019
Seattle,31,D.Brown,T,1,10,0,0,0,Offensive Holding (1),15,2019
